step;tick_counter;strelograph_work;pendulum_work;pendulum_control;pendulum_front;sagging_left;sagging_right;satellite;discrete_signals;position
2029;955859.0;-6.818630910373997;-5.462248777838113;-2.5335397316821684;1.9323696437790543;2.0184544405997684;6.122976427151372;-0.0038192771084336;0.0;375.365
2030;956229.0;-6.818630910373997;-5.8783269961977;-2.1197110423116783;1.7263810015487877;2.1914648212226098;6.122976427151372;-0.0038192771084336;0.0;375.55
2031;956606.0;-6.594213126323211;-5.462248777838113;-1.912796697626419;1.3144037170882823;2.306805074971166;6.294234592445335;-0.0038192771084336;0.0;375.735
2032;956981.0;-6.3697953422723685;-5.8783269961977;-2.94736842105263;1.3144037170882823;2.422145328719722;6.351320647543318;-0.0038192771084336;0.0;375.92
2033;957355.0;-6.3697953422723685;-6.710483432916874;-3.36119711042312;1.108415074858044;2.5951557093425635;6.465492757739284;-0.0038192771084336;0.0;376.105
2034;958099.0;-5.696541990119954;-6.710483432916874;-3.36119711042312;1.108415074858044;2.998846597462517;6.808009088327182;-0.0038192771084336;0.0;376.29
2035;958485.0;-5.696541990119954;-7.334600760456254;-3.1542827657378893;0.9024264326277772;3.1718569780853585;6.979267253621131;-0.0038192771084336;0.0;376.475
2036;958869.0;-5.247706422018325;-7.334600760456254;-2.326625386996909;1.108415074858044;3.2871972318339147;7.036353308719114;-0.0038192771084336;0.0;376.65999999999997
2037;959255.0;-5.247706422018325;-6.918522542096667;-3.1542827657378893;1.3144037170882823;3.460207612456742;7.15052541891508;-0.0038192771084336;0.0;376.84499999999997
2038;959628.0;-5.247706422018325;-6.50244432373708;-3.7750257997936094;1.520392359318549;3.633217993079583;7.207611474013063;-0.0038192771084336;0.0;377.03
2039;960015.0;-4.798870853916696;-6.918522542096667;-3.36119711042312;1.520392359318549;3.863898500576696;7.207611474013063;-0.0038192771084336;0.0;377.215
2040;960408.0;-5.023288637967539;-7.334600760456254;-3.7750257997936094;1.7263810015487877;4.094579008073822;7.207611474013063;-0.0038192771084336;0.0;377.4
2041;960843.0;-4.798870853916696;-6.918522542096667;-2.326625386996909;1.520392359318549;4.267589388696649;7.15052541891508;-0.0038192771084336;0.0;377.585
2042;961196.0;-4.798870853916696;-5.8783269961977;-2.5335397316821684;1.520392359318549;4.38292964244522;6.979267253621131;-0.0038192771084336;0.0;377.77
2043;961583.0;-4.574453069865911;-5.462248777838113;-4.395768833849331;1.520392359318549;4.786620530565173;6.750923033229199;-0.0038192771084336;0.0;377.955
2044;962373.0;-3.901199717713439;-5.254209668658319;-3.36119711042312;1.3144037170882823;5.420991926182239;6.294234592445335;-0.0038192771084336;0.0;378.14
2045;962776.0;-3.676781933662653;-4.838131450298732;-2.7404540763673992;0.0784718637067669;5.651672433679352;6.0088043169554055;-0.0038192771084336;0.0;378.325
